@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_tag {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X, NULL}
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
bola,NOUN,NOUN
dengan,NOUN,ADP
posisi,ADP,NOUN
gelandang,NOUN,NOUN
(titik),NOUN,PUNCT
Jati,NULL,PROPN
terutama,PROPN,ADV
dipakai,ADV,VERB
untuk,VERB,ADP
membangun,ADP,VERB
rumah,VERB,NOUN
dan,NOUN,CCONJ
alat,CCONJ,NOUN
pertanian,NOUN,NOUN
(titik),NOUN,PUNCT
Jika,NULL,SCONJ
gagal,SCONJ,VERB
(koma),VERB,PUNCT
maka,PUNCT,SCONJ
manuver,SCONJ,NOUN
Valsava,NOUN,PROPN
dapat,PROPN,ADV
dilakukan,ADV,VERB
(titik),VERB,PUNCT
Nama,NULL,NOUN
samaran,NOUN,NOUN
Neruda,NOUN,PROPN
diambil,PROPN,VERB
dari,VERB,ADP
nama,ADP,NOUN
penulis,NOUN,NOUN
dan,NOUN,CCONJ
penyair,CCONJ,NOUN
Ceko,NOUN,PROPN
(koma),PROPN,PUNCT
Jan,PUNCT,PROPN
Neruda,PROPN,PROPN
(titikkoma),PROPN,PUNCT
belakangan,PUNCT,NOUN
nama,NOUN,NOUN
ini,NOUN,DET
menjadi,DET,VERB
nama,VERB,NOUN
resminya,NOUN,ADJ
(titik),ADJ,PUNCT
Studionya,NULL,NOUN
berada,NOUN,VERB
di,VERB,ADP
salah,ADP,DET
satu,DET,DET
kamar,DET,NOUN
rumah,NOUN,NOUN
kediaman,NOUN,NOUN
Komandan,NOUN,NOUN
Divisi,NOUN,PROPN
X,PROPN,PROPN
(koma),PROPN,PUNCT
Kolonel,PUNCT,PROPN
Husein,PROPN,PROPN
Yoesoef,PROPN,PROPN
(titik),PROPN,PUNCT
Di,NULL,ADP
antara,ADP,ADP
korban,ADP,NOUN
tewas,NOUN,VERB
adalah,VERB,AUX
sepuluh,AUX,NUM
polisi,NUM,NOUN
(koma),NOUN,PUNCT
dan,PUNCT,CCONJ
Dr,CCONJ,PROPN
(titik),PROPN,PUNCT
Ali,PUNCT,PROPN
al,PROPN,PROPN
(kurang),PROPN,PUNCT
Timimi,PUNCT,PROPN
(koma),PROPN,PUNCT
kepala,PUNCT,NOUN
departemen,NOUN,NOUN
kesehatan,NOUN,NOUN
Governorat,NOUN,PROPN
Diyala,PROPN,PROPN
(titik),PROPN,PUNCT
Kota,NULL,PROPN
Selatan,PROPN,PROPN
adalah,PROPN,AUX
sebuah,AUX,DET
kecamatan,DET,NOUN
di,NOUN,ADP
Kota,ADP,PROPN
Gorontalo,PROPN,PROPN
(koma),PROPN,PUNCT
Gorontalo,PUNCT,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Usaha,NULL,NOUN
ini,NOUN,DET
seolah,DET,ADV
(kurang),ADV,PUNCT
olah,PUNCT,ADV
menabrak,ADV,VERB
benteng,VERB,NOUN
baja,NOUN,NOUN
yang,NOUN,PRON
berujung,PRON,VERB
maut,VERB,NOUN
(titik),NOUN,PUNCT
Keo,NULL,PROPN
Tengah,PROPN,PROPN
adalah,PROPN,AUX
sebuah,AUX,DET
Kecamatan,DET,NOUN
di,NOUN,ADP
Kabupaten,ADP,PROPN
Nagekeo,PROPN,PROPN
(koma),PROPN,PUNCT
Nusa,PUNCT,PROPN
Tenggara,PROPN,PROPN
Timur,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Lalu,NULL,CCONJ
Hemor,CCONJ,PROPN
dan,PROPN,CCONJ
Sikhem,CCONJ,PROPN
(koma),PROPN,PUNCT
anak,PUNCT,NOUN
Hemor,NOUN,PROPN
(koma),PROPN,PUNCT
menyetujui,PUNCT,VERB
usul,VERB,NOUN
mereka,NOUN,PRON
(titik),PRON,PUNCT
Dalam,NULL,ADP
kimia,ADP,NOUN
koordinasi,NOUN,NOUN
(koma),NOUN,PUNCT
aturan,PUNCT,NOUN
(kurang),NOUN,PUNCT
aturan,PUNCT,NOUN
yang,NOUN,PRON
digunakan,PRON,VERB
untuk,VERB,ADP
menghitung,ADP,VERB
elektron,VERB,NOUN
adalah,NOUN,AUX
berbeda,AUX,ADJ
(koma),ADJ,PUNCT
yakni,PUNCT,ADV
setiap,ADV,DET
elektron,DET,NOUN
merupakan,NOUN,VERB
milik,VERB,NOUN
ligan,NOUN,NOUN
yang,NOUN,PRON
bersangkutan,PRON,VERB
(koma),VERB,PUNCT
tanpa,PUNCT,ADP
peduli,ADP,VERB
pada,VERB,ADP
elektronegativitasnya,ADP,NOUN
(titik),NOUN,PUNCT
Go,NULL,PROPN
Deokmu,PROPN,PROPN
ditunjuk,PROPN,VERB
sebagai,VERB,ADP
Gubernur,ADP,PROPN
Protektorat,PROPN,PROPN
Umum,PROPN,PROPN
untuk,PROPN,PROPN
Menenangkan,PROPN,PROPN
Timur,PROPN,PROPN
pada,PROPN,ADP
tahun,ADP,NOUN
699,NOUN,NUM
(koma),NUM,PUNCT
setelah,PUNCT,SCONJ
keponakannya,SCONJ,NOUN
Go,NOUN,PROPN
Bowon,PROPN,PROPN
menolak,PROPN,VERB
posisi,VERB,NOUN
tersebut,NOUN,DET
(titik),DET,PUNCT
``,NULL,PUNCT
Mengapa,PUNCT,ADV
keretanya,ADV,NOUN
tak,NOUN,PART
kunjung,PART,ADV
datang,ADV,VERB
(tanya),VERB,PUNCT
Okultasi,NULL,PROPN
oleh,PROPN,ADP
Mars,ADP,PROPN
terakhir,PROPN,ADJ
kali,ADJ,NOUN
terjadi,NOUN,VERB
pada,VERB,ADP
3,ADP,NUM
September,NUM,PROPN
423,PROPN,NUM
(titik),NUM,PUNCT
Dia,NULL,PRON
malah,PRON,ADV
menambah,ADV,VERB
penjagaan,VERB,NOUN
dengan,NOUN,ADP
menyuruh,ADP,VERB
naga,VERB,NOUN
Kampe,NOUN,PROPN
untuk,PROPN,ADP
menjaga,ADP,VERB
mereka,VERB,PRON
supaya,PRON,SCONJ
tidak,SCONJ,PART
kabur,PART,VERB
(titik),VERB,PUNCT
Pada,NULL,ADP
ikatan,ADP,NOUN
kovalen,NOUN,NOUN
rangkap,NOUN,ADJ
dua,ADJ,NUM
(koma),NUM,PUNCT
ditunjukkan,PUNCT,VERB
oleh,VERB,ADP
garis,ADP,NOUN
rangkap,NOUN,ADJ
dua,ADJ,NUM
(bukakurung),NUM,PUNCT
=,PUNCT,SYM
(tutupkurung),SYM,PUNCT
(koma),PUNCT,PUNCT
yang,PUNCT,PRON
artinya,PRON,NOUN
terdapat,NOUN,VERB
dua,VERB,NUM
pasangan,NUM,NOUN
elektron,NOUN,NOUN
ikatan,NOUN,NOUN
(koma),NOUN,PUNCT
contohnya,PUNCT,NOUN
pada,NOUN,ADP
ikatan,ADP,NOUN
rangkap,NOUN,ADJ
dua,ADJ,NUM
pada,NUM,ADP
molekul,ADP,NOUN
CO2,NOUN,PROPN
(titik),PROPN,PUNCT
Atom,PUNCT,PROPN
Na,PROPN,PROPN
memberikan,PROPN,VERB
1,VERB,NUM
elektronnya,NUM,NOUN
pada,NOUN,ADP
atom,ADP,NOUN
Cl,NOUN,PROPN
(koma),PROPN,PUNCT
sehingga,PUNCT,SCONJ
Na,SCONJ,PROPN
bermuatan,PROPN,NOUN
positif,NOUN,ADJ
dan,ADJ,CCONJ
Cl,CCONJ,NOUN
bermuatan,NOUN,NOUN
negatif,NOUN,ADJ
(titik),ADJ,PUNCT
Kepentingan,NULL,NOUN
bersugi,NOUN,VERB
dalam,VERB,ADP
Islam,ADP,PROPN
(tanya),PROPN,PUNCT
Mögglingen,NULL,PROPN
ialah,PROPN,AUX
sebuah,AUX,DET
kota,DET,NOUN
di,NOUN,ADP
distrik,ADP,NOUN
Ostalbkreis,NOUN,PROPN
(koma),PROPN,PUNCT
negara,PUNCT,NOUN
bagian,NOUN,NOUN
Baden,NOUN,PROPN
(kurang),PROPN,PUNCT
Württemberg,PUNCT,PROPN
(koma),PROPN,PUNCT
Jerman,PUNCT,PROPN
(titik),PROPN,PUNCT
Dalam,NULL,ADP
tatanan,ADP,NOUN
adat,NOUN,NOUN
kenagarian,NOUN,PROPN
Punggasan,PROPN,PROPN
terdapat,PROPN,VERB
satu,VERB,DET
istilah,DET,NOUN
yang,NOUN,PRON
menunjukkan,PRON,VERB
status,VERB,NOUN
Ninik,NOUN,PROPN
Mamak,PROPN,PROPN
(slice),PROPN,SYM
strata,SYM,NOUN
Kepenghuluan,NOUN,PROPN
di,PROPN,ADP
KAN,ADP,PROPN
Punggasan,PROPN,PROPN
yang,PROPN,PRON
berbunyi,PRON,VERB
“,VERB,PUNCT
Ikek,PUNCT,PROPN
Ampek,PROPN,PROPN
Payuang,PROPN,PROPN
Sakaki,PROPN,PROPN
”,PROPN,PUNCT
maksudnya,PUNCT,ADP
Ketua,ADP,NOUN
Kerapatan,NOUN,NOUN
Adat,NOUN,NOUN
Nagari,NOUN,PROPN
Punggasan,PROPN,PROPN
dalam,PROPN,ADP
melaksanakan,ADP,VERB
tugas,VERB,NOUN
serta,NOUN,CCONJ
fungsinya,CCONJ,NOUN
dibantu,NOUN,VERB
oleh,VERB,ADP
empat,ADP,NUM
orang,NUM,NOUN
ninik,NOUN,NOUN
mamak,NOUN,NOUN
yang,NOUN,PRON
berfungsi,PRON,VERB
sebagai,VERB,ADP
penghulu,ADP,NOUN
pucuk,NOUN,NOUN
suku,NOUN,NOUN
(titik),NOUN,PUNCT
Selain,NULL,ADP
itu,ADP,DET
(koma),DET,PUNCT
dilanjutkan,PUNCT,VERB
lagi,VERB,ADV
dengan,ADV,ADP
usaha,ADP,NOUN
oleh,NOUN,ADP
para,ADP,DET
kaum,DET,NOUN
bijaksana,NOUN,NOUN
untuk,NOUN,ADP
diam,ADP,NOUN
tentang,NOUN,ADP
Yesus,ADP,PROPN
(titik),PROPN,PUNCT
Kuil,NULL,NOUN
ini,NOUN,DET
didirikan,DET,VERB
pada,VERB,ADP
tahun,ADP,NOUN
ke,NOUN,NUM
(kurang),NUM,PUNCT
3,PUNCT,NUM
masa,NUM,NOUN
pemerintahan,NOUN,NOUN
Raja,NOUN,PROPN
Mu,PROPN,PROPN
dari,PROPN,ADP
kerajaan,ADP,PROPN
Baekje,PROPN,PROPN
(bukakurung),PROPN,PUNCT
tahun,PUNCT,NOUN
633,NOUN,NUM
(tutupkurung),NUM,PUNCT
(titik),PUNCT,PUNCT
Personel,NULL,PROPN
Yonif,PROPN,PROPN
100,PROPN,NUM
terdiri,NUM,VERB
dari,VERB,ADP
747,ADP,NUM
anggota,NUM,NOUN
yang,NOUN,PRON
dibagi,PRON,VERB
dalam,VERB,ADP
5,ADP,NUM
kompi,NUM,NOUN
(titik),NOUN,PUNCT
Beasts,NULL,PROPN
of,PROPN,PROPN
Prey,PROPN,PROPN
(bukakurung),PROPN,PUNCT
육식,PUNCT,PROPN
동물,PROPN,PROPN
(kurang),PROPN,PUNCT
Yukshik,PUNCT,PROPN
dongmul,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
alias,PUNCT,CCONJ
Carnivore,CCONJ,PROPN
(koma),PROPN,PUNCT
Carnivorous,PUNCT,PROPN
Animals,PROPN,PROPN
adalah,PROPN,AUX
film,AUX,NOUN
Korea,NOUN,PROPN
Selatan,PROPN,PROPN
tahun,PROPN,NOUN
1985,NOUN,NUM
yang,NUM,PRON
disutradarai,PRON,VERB
oleh,VERB,ADP
Kim,ADP,PROPN
Ki,PROPN,PROPN
(kurang),PROPN,PUNCT
young,PUNCT,PROPN
(titik),PROPN,PUNCT
Business,NULL,PROPN
Jet,PROPN,PROPN
merupakan,PROPN,VERB
sebuah,VERB,DET
maskapai,DET,NOUN
penerbangan,NOUN,NOUN
yang,NOUN,PRON
berbasis,PRON,VERB
di,VERB,ADP
Rotterdam,ADP,PROPN
(koma),PROPN,PUNCT
Belanda,PUNCT,PROPN
(titik),PROPN,PUNCT
Selain,NULL,ADP
itu,ADP,DET
(koma),DET,PUNCT
atas,PUNCT,ADP
dasar,ADP,NOUN
apakah,NOUN,NOUN
agama,NOUN,NOUN
kristen,NOUN,PROPN
dapat,PROPN,ADV
diklaim,ADV,VERB
sebagai,VERB,ADP
yang,ADP,PRON
paling,PRON,ADV
benar,ADV,ADJ
di,ADJ,ADP
antara,ADP,NOUN
semua,NOUN,DET
agama,DET,NOUN
yang,NOUN,PRON
ada,PRON,VERB
(tanya),VERB,PUNCT
Pada,NULL,ADP
umumnya,ADP,NOUN
(koma),NOUN,PUNCT
CNS,PUNCT,PROPN
disebabkan,PROPN,VERB
oleh,VERB,ADP
defisiensi,ADP,NOUN
komponen,NOUN,NOUN
penyusun,NOUN,NOUN
glomerular,NOUN,PROPN
filtration,PROPN,PROPN
barrier,PROPN,PROPN
(koma),PROPN,PUNCT
terutama,PUNCT,ADV
nefrin,ADV,PROPN
dan,PROPN,CCONJ
podosin,CCONJ,PROPN
(titik),PROPN,PUNCT
Secara,NULL,ADP
khusus,ADP,ADJ
(koma),ADJ,PUNCT
elektronegativitas,PUNCT,NOUN
bergantung,NOUN,VERB
pada,VERB,ADP
keadaan,ADP,NOUN
oksidasi,NOUN,NOUN
sebuah,NOUN,DET
unsur,DET,NOUN
(titik),NOUN,PUNCT
Maskapai,NULL,NOUN
ini,NOUN,DET
memegang,DET,VERB
pilihan,VERB,NOUN
terhadap,NOUN,ADP
60,ADP,NUM
Embraer,NUM,PROPN
190,PROPN,NUM
tambahan,NUM,NOUN
(titik),NOUN,PUNCT
Dalam,NULL,ADP
rapat,ADP,NOUN
itu,NOUN,DET
disepakati,DET,VERB
pendirian,VERB,NOUN
organisasi,NOUN,NOUN
yang,NOUN,PRON
kemudian,PRON,ADV
dinamai,ADV,VERB
“,VERB,PUNCT
Pagoejoeban,PUNCT,PROPN
Pasoendan,PROPN,PROPN
”,PROPN,PUNCT
(titik),PUNCT,PUNCT
Saat,PUNCT,NOUN
itu,NOUN,DET
ditetapkan,DET,VERB
DK,VERB,PROPN
Ardiwinata,PROPN,PROPN
sebagai,PROPN,ADP
penasehat,ADP,NOUN
dan,NOUN,CCONJ
Dajat,CCONJ,PROPN
Hidajat,PROPN,PROPN
(bukakurung),PROPN,PUNCT
siswa,PUNCT,NOUN
STOVIA,NOUN,PROPN
(tutupkurung),PROPN,PUNCT
sebagai,PUNCT,ADP
ketua,ADP,NOUN
(titik),NOUN,PUNCT
Pakel,NULL,PROPN
adalah,PROPN,AUX
desa,AUX,NOUN
di,NOUN,ADP
kecamatan,ADP,PROPN
Gucialit,PROPN,PROPN
(koma),PROPN,PUNCT
Kabupaten,PUNCT,PROPN
Lumajang,PROPN,PROPN
(koma),PROPN,PUNCT
provinsi,PUNCT,PROPN
Jawa,PROPN,PROPN
Timur,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Yang,NULL,PRON
membedakan,PRON,VERB
RE,VERB,NOUN
sarkoplasmik,NOUN,ADJ
dari,ADJ,ADP
RE,ADP,PROPN
halus,PROPN,ADJ
adalah,ADJ,AUX
kandungan,AUX,NOUN
proteinnya,NOUN,NOUN
(titik),NOUN,PUNCT
Orang,NULL,NOUN
asing,NOUN,ADJ
dilarang,ADJ,VERB
memasuki,VERB,VERB
kuil,VERB,NOUN
ini,NOUN,DET
(titik),DET,PUNCT
Setelah,NULL,ADP
itu,ADP,DET
bagaimana,DET,ADV
kalimat,ADV,NOUN
melodi,NOUN,NOUN
ini,NOUN,DET
juga,DET,ADV
dirangkai,ADV,VERB
sehingga,VERB,SCONJ
menjadi,SCONJ,VERB
melodi,VERB,NOUN
yang,NOUN,PRON
utuh,PRON,ADJ
(koma),ADJ,PUNCT
Kemudian,PUNCT,SCONJ
harus,SCONJ,ADV
ditentukan,ADV,VERB
lebih,VERB,ADV
dahulu,ADV,ADV
(koma),ADV,PUNCT
bagaimana,PUNCT,ADV
musik,ADV,NOUN
yang,NOUN,PRON
akan,PRON,ADV
dipilih,ADV,VERB
apakah,VERB,SCONJ
musik,SCONJ,NOUN
polifoni,NOUN,NOUN
atau,NOUN,CCONJ
musik,CCONJ,NOUN
homofoni,NOUN,NOUN
(koma),NOUN,PUNCT
atau,PUNCT,CCONJ
hanya,CCONJ,ADV
sekedar,ADV,ADV
menyusun,ADV,VERB
nyanyian,VERB,NOUN
biasa,NOUN,ADJ
untuk,ADJ,ADP
dinyanyikan,ADP,VERB
atau,VERB,CCONJ
dimainkan,CCONJ,VERB
secara,VERB,ADP
instrumental,ADP,ADJ
(titik),ADJ,PUNCT
Koto,NULL,PROPN
Sentajo,PROPN,PROPN
adalah,PROPN,AUX
sebuah,AUX,DET
desa,DET,NOUN
yang,NOUN,PRON
terletak,PRON,VERB
di,VERB,ADP
kecamatan,ADP,PROPN
Kuantan,PROPN,PROPN
Tengah,PROPN,PROPN
(koma),PROPN,PUNCT
Kuantan,PUNCT,PROPN
Singingi,PROPN,PROPN
(koma),PROPN,PUNCT
Riau,PUNCT,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
MBLAQ,NULL,PROPN
menjadi,PROPN,VERB
cameo,VERB,NOUN
dalam,NOUN,ADP
drama,ADP,NOUN
Rain,NOUN,PROPN
tahun,PROPN,NOUN
2010,NOUN,NUM
(petikdua),NUM,PUNCT
Fugitive,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
Korean,PUNCT,PROPN
(titikdua),PROPN,PUNCT
도망자,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
(petikdua),PUNCT,PUNCT
(koma),PUNCT,PUNCT
dimana,PUNCT,SCONJ
proses,SCONJ,NOUN
syuting,NOUN,NOUN
bertempat,NOUN,ADJ
di,ADJ,ADP
Saitama,ADP,PROPN
JEFF,PROPN,PROPN
Hall,PROPN,PROPN
(titik),PROPN,PUNCT
Anggota,PUNCT,PROPN
MBLAQ,PROPN,PROPN
juga,PROPN,ADV
muncul,ADV,VERB
dalam,VERB,ADP
drama,ADP,NOUN
Lee,NOUN,PROPN
Joon,PROPN,PROPN
(petikdua),PROPN,PUNCT
Housewife,PUNCT,PROPN
Kim,PROPN,PROPN
Kwan,PROPN,PROPN
"Ja's",PROPN,PROPN
third,PROPN,PROPN
Activity,PROPN,PROPN
(petikdua),PROPN,PUNCT
(titik),PUNCT,PUNCT
Pembiayaan,NULL,NOUN
konsumen,NOUN,NOUN
(bukakurung),NOUN,PUNCT
Consumer,PUNCT,NOUN
Finance,NOUN,NOUN
(tutupkurung),NOUN,PUNCT
adalah,PUNCT,AUX
kegiatan,AUX,NOUN
pembiayaan,NOUN,NOUN
untuk,NOUN,ADP
pengadaan,ADP,NOUN
barang,NOUN,NOUN
berdasarkan,NOUN,VERB
kebutuhan,VERB,NOUN
konsumen,NOUN,NOUN
dengan,NOUN,ADP
pembayaran,ADP,NOUN
secara,NOUN,ADP
angsuran,ADP,NOUN
(titik),NOUN,PUNCT
Buku,NULL,NOUN
ini,NOUN,DET
mengisahkan,DET,VERB
penugasannya,VERB,NOUN
di,NOUN,ADP
Kompi,ADP,PROPN
Khusus,PROPN,PROPN
ke,PROPN,DET
(kurang),DET,PUNCT
10,PUNCT,NUM
dari,NUM,ADP
Angkatan,ADP,NOUN
Darat,NOUN,NOUN
AS,NOUN,PROPN
di,PROPN,ADP
Korea,ADP,PROPN
(titik),PROPN,PUNCT
Contohnya,NULL,ADV
dia,ADV,PRON
mengunakan,PRON,VERB
cuplikan,VERB,NOUN
pendek,NOUN,ADJ
cuplikan,ADJ,NOUN
live,NOUN,PROPN
action,PROPN,PROPN
(titik),PROPN,PUNCT
Bermarkas,NULL,VERB
di,VERB,ADP
Kyoto,ADP,PROPN
(koma),PROPN,PUNCT
Jepang,PUNCT,PROPN
(titik),PROPN,PUNCT
Stasiun,NULL,NOUN
sebelumnya,NOUN,ADJ
(titikdua),ADJ,PUNCT
Stasiun,PUNCT,PROPN
Ketanggungan,PROPN,NOUN
Barat,NOUN,PROPN
Jalur,PROPN,PROPN
KA,PROPN,PROPN
Cirebon,PROPN,PROPN
(kurang),PROPN,PUNCT
Prupuk,PUNCT,PROPN
Stasiun,PROPN,NOUN
berikutnya,NOUN,ADJ
(titikdua),ADJ,PUNCT
Stasiun,PUNCT,PROPN
Larangan,PROPN,PROPN
Mencapai,NULL,VERB
peringkat,VERB,NOUN
10,NOUN,NUM
dari,NUM,ADP
18,ADP,NUM
tim,NUM,NOUN
(titik),NOUN,PUNCT
Impuls,NULL,NOUN
rangsang,NOUN,NOUN
dihantarkan,NOUN,VERB
oleh,VERB,ADP
traktus,ADP,NOUN
ascendentes,NOUN,NOUN
(bukakurung),NOUN,PUNCT
serat,PUNCT,NOUN
(kurang),NOUN,PUNCT
serat,PUNCT,NOUN
saraf,NOUN,ADJ
yang,ADJ,PRON
menghantarkan,PRON,VERB
impuls,VERB,NOUN
ke,NOUN,ADP
otak,ADP,NOUN
(tutupkurung),NOUN,PUNCT
untuk,PUNCT,ADP
diolah,ADP,VERB
di,VERB,ADP
otak,ADP,NOUN
(koma),NOUN,PUNCT
lalu,PUNCT,SCONJ
impuls,SCONJ,NOUN
respons,NOUN,ADJ
dihantarkan,ADJ,VERB
oleh,VERB,ADP
traktus,ADP,NOUN
descendentes,NOUN,NOUN
(bukakurung),NOUN,PUNCT
serat,PUNCT,NOUN
(kurang),NOUN,PUNCT
serat,PUNCT,NOUN
saraf,NOUN,ADJ
yang,ADJ,PRON
menghantarkan,PRON,VERB
impuls,VERB,NOUN
menjauhi,NOUN,VERB
otak,VERB,NOUN
(tutupkurung),NOUN,PUNCT
(titik),PUNCT,PUNCT
Betulkah,NULL,ADV
seperti,ADV,ADP
kata,ADP,NOUN
ahlun,NOUN,NOUN
nujum,NOUN,NOUN
ini,NOUN,DET
(koma),DET,PUNCT
di,PUNCT,ADP
mana,ADP,NOUN
hendak,NOUN,ADV
patik,ADV,NOUN
simpangkan,NOUN,VERB
perkataan,VERB,NOUN
yang,NOUN,PRON
sebenar,PRON,ADJ
itu,ADJ,DET
(tanya),DET,PUNCT
Namun,NULL,SCONJ
kini,SCONJ,ADV
persepsi,ADV,NOUN
itu,NOUN,DET
disalahartikan,DET,VERB
akibat,VERB,NOUN
pemakaian,NOUN,NOUN
di,NOUN,ADP
luar,ADP,ADP
peruntukan,ADP,NOUN
dan,NOUN,CCONJ
dosis,CCONJ,NOUN
yang,NOUN,PRON
semestinya,PRON,ADV
(titik),ADV,PUNCT
Set,NULL,PROPN
top,PROPN,ADJ
box,ADJ,NOUN
ini,NOUN,DET
menerima,DET,VERB
sinyal,VERB,NOUN
jenis,NOUN,NOUN
Digital,NOUN,PROPN
Video,PROPN,PROPN
Broadcast,PROPN,PROPN
(kurang),PROPN,PUNCT
Satellite,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
DVB,PUNCT,PROPN
(kurang),PROPN,PUNCT
S,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
(titik),PUNCT,PUNCT
Hal,NULL,NOUN
ini,NOUN,DET
dilakukan,DET,VERB
antara,VERB,ADP
lain,ADP,ADJ
dengan,ADJ,ADP
menyelenggarakan,ADP,VERB
berbagai,VERB,DET
pertemuan,DET,NOUN
dan,NOUN,CCONJ
kursus,CCONJ,NOUN
(koma),NOUN,PUNCT
mendirikan,PUNCT,VERB
lembaga,VERB,NOUN
yang,NOUN,PRON
memberi,PRON,VERB
beasiswa,VERB,NOUN
(koma),NOUN,PUNCT
menyelenggarakan,PUNCT,VERB
berbagai,VERB,DET
pertunjukan,DET,NOUN
kesenian,NOUN,NOUN
(koma),NOUN,PUNCT
serta,PUNCT,CCONJ
menerbitkan,CCONJ,VERB
majalah,VERB,NOUN
Tri,NOUN,PROPN
Koro,PROPN,PROPN
Dharmo,PROPN,PROPN
(titik),PROPN,PUNCT
Akademi,NULL,PROPN
Ilmiah,PROPN,PROPN
Nasional,PROPN,PROPN
Amerika,PROPN,PROPN
Serikat,PROPN,PROPN
sepakat,PROPN,VERB
akan,VERB,ADP
penemuan,ADP,NOUN
tersebut,NOUN,DET
pada,DET,ADP
tahun,ADP,NOUN
1976,NOUN,NUM
(koma),NUM,PUNCT
dan,PUNCT,CCONJ
pada,CCONJ,ADP
tahun,ADP,NOUN
1978,NOUN,NUM
aerosol,NUM,NOUN
dari,NOUN,ADP
CFC,ADP,PROPN
dilarang,PROPN,VERB
di,VERB,ADP
Amerika,ADP,PROPN
Serikat,PROPN,PROPN
(titik),PROPN,PUNCT
Setelah,NULL,ADP
dua,ADP,NUM
setengah,NUM,NUM
tahun,NUM,NOUN
(koma),NOUN,PUNCT
Mahabharata,PUNCT,PRON
berhasil,PRON,VERB
disusun,VERB,VERB
(titik),VERB,PUNCT
Jika,NULL,SCONJ
ditelusuri,SCONJ,VERB
lebih,VERB,ADV
lanjut,ADV,ADJ
(koma),ADJ,PUNCT
Soerachman,PUNCT,PROPN
merupakan,PROPN,VERB
keturunan,VERB,NOUN
generasi,NOUN,NOUN
ke,NOUN,NUM
5,NUM,NUM
dari,NUM,ADP
Hamengkubuwana,ADP,PROPN
II,PROPN,NUM
(titik),NUM,PUNCT
Soerachman,PUNCT,PROPN
menikah,PROPN,VERB
dengan,VERB,ADP
R,ADP,PROPN
(titik),PROPN,PUNCT
Aj,PUNCT,PROPN
(titik),PROPN,PUNCT
Soenarti,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
Putri,PUNCT,PROPN
tunggal,PROPN,ADJ
dari,ADJ,ADP
Bupati,ADP,NOUN
Kabupaten,NOUN,PROPN
Grobogan,PROPN,PROPN
(koma),PROPN,PUNCT
RAA,PUNCT,PROPN
Pangeran,PROPN,PROPN
Soenarto,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
yang,PUNCT,PRON
masih,PRON,ADV
berusia,ADV,VERB
16,VERB,NUM
tahun,NUM,NOUN
pada,NOUN,ADP
tahun,ADP,NOUN
1922,NOUN,NUM
(titik),NUM,PUNCT
Yayasan,NULL,NOUN
ini,NOUN,DET
adalah,DET,AUX
entitas,AUX,NOUN
berbentuk,NOUN,ADJ
badan,ADJ,NOUN
hukum,NOUN,NOUN
di,NOUN,ADP
Jepang,ADP,PROPN
sejak,PROPN,ADP
tahun,ADP,NOUN
1940,NOUN,NUM
dan,NUM,CCONJ
dikepalai,CCONJ,VERB
oleh,VERB,ADP
doshu,ADP,PROPN
(koma),PROPN,PUNCT
penerus,PUNCT,NOUN
yang,NOUN,PRON
masih,PRON,ADV
hidup,ADV,ADJ
dari,ADJ,ADP
pendiri,ADP,NOUN
aikido,NOUN,NOUN
(titik),NOUN,PUNCT
Mereka,NULL,PRON
dibantu,PRON,VERB
masyarakat,VERB,NOUN
desa,NOUN,NOUN
yang,NOUN,PRON
dilalui,PRON,VERB
seperti,VERB,ADP
Desa,ADP,PROPN
Jilatan,PROPN,PROPN
(koma),PROPN,PUNCT
Tajau,PUNCT,PROPN
Pecah,PROPN,PROPN
(koma),PROPN,PUNCT
Tampang,PUNCT,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
Sarang,CCONJ,PROPN
Halang,PROPN,PROPN
(titik),PROPN,PUNCT
Menurutnya,NULL,ADV
(koma),ADV,PUNCT
Islam,PUNCT,PROPN
harus,PROPN,ADV
membebaskan,ADV,VERB
dirinya,VERB,PRON
dari,PRON,ADP
penindasan,ADP,NOUN
keterpaksaan,NOUN,NOUN
