@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_word string
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
menunjukkan,tertera,VERB
tanggal,menunjukkan,NOUN
(koma),tanggal,PUNCT
logo,(koma),NOUN
Zippo,logo,PROPN
(koma),Zippo,PUNCT
dan,(koma),CCONJ
tempat,dan,NOUN
pembuatan,tempat,NOUN
yaitu,pembuatan,ADV
AS,yaitu,PROPN
(titik),AS,PUNCT
Tapi,(titik),CCONJ
(koma),Tapi,PUNCT
justru,(koma),ADV
ini,justru,DET
tertulis,ini,VERB
agak,tertulis,ADV
samar,agak,ADJ
(kurang),samar,PUNCT
samar,(kurang),ADJ
(titik),samar,PUNCT
Sama,NULL,ADJ
dengan,Sama,ADP
SD,dengan,NOUN
pada,SD,ADP
umumnya,pada,NOUN
di,umumnya,ADP
Indonesia,di,NOUN
masa,Indonesia,NOUN
pendidikan,masa,NOUN
sekolah,pendidikan,NOUN
di,sekolah,ADP
SD,di,NOUN
Negeri,SD,NOUN
3,Negeri,PROPN
Ngembal,3,PROPN
Kulon,Ngembal,PROPN
ditempuh,Kulon,VERB
dalam,ditempuh,ADP
waktu,dalam,NOUN
enam,waktu,NUM
tahun,enam,NOUN
pelajaran,tahun,NOUN
(koma),pelajaran,PUNCT
mulai,(koma),VERB
dari,mulai,ADP
Kelas,dari,PROPN
I,Kelas,NUM
sampai,I,ADP
Kelas,sampai,PROPN
VI,Kelas,NUM
(titik),VI,PUNCT
Melanjutkan,NULL,VERB
sukses,Melanjutkan,ADJ
serupa,sukses,ADJ
di,serupa,ADP
Bangka,di,PROPN
dan,Bangka,CCONJ
Semarang,dan,PROPN
(koma),Semarang,PUNCT
pameran,(koma),NOUN
foto,pameran,NOUN
liputan,foto,NOUN
Cheng,liputan,PROPN
Ho,Cheng,PROPN
dilanjutkan,Ho,VERB
ke,dilanjutkan,ADP
Sasana,ke,PROPN
Budaya,Sasana,PROPN
Ganesha,Budaya,PROPN
(koma),Ganesha,PUNCT
Institut,(koma),PROPN
Teknologi,Institut,PROPN
Bandung,Teknologi,PROPN
(koma),Bandung,PUNCT
Jawa,(koma),PROPN
Barat,Jawa,PROPN
(titik),Barat,PUNCT
Orobanchaceae,NULL,PROPN
suku,Orobanchaceae,NOUN
7,suku,NUM
(titik),7,PUNCT
Jika,NULL,SCONJ
elektron,Jika,NOUN
tidak,elektron,PART
jadi,tidak,ADV
jatuh,jadi,VERB
ke-pusatnya,jatuh,ADP
apa,ke-pusatnya,NOUN
yang,apa,PRON
terjadi,yang,VERB
(tanya),terjadi,PUNCT
Di,NULL,ADP
Tuban,Di,PROPN
terdapat,Tuban,VERB
pabrik,terdapat,NOUN
Semen,pabrik,NOUN
terbesar,Semen,ADJ
di,terbesar,ADP
Indonesia,di,PROPN
yaitu,Indonesia,ADV
Semen,yaitu,PROPN
Indonesia,Semen,PROPN
(bukakurung),Indonesia,PUNCT
ex,(bukakurung),ADJ
Semen,ex,PROPN
Gresik,Semen,PROPN
(tutupkurung),Gresik,PUNCT
dan,(tutupkurung),CCONJ
Semen,dan,PROPN
Holcim,Semen,PROPN
serta,Holcim,CCONJ
Kawasan,serta,PROPN
Kilang,Kawasan,PROPN
Petrokimia,Kilang,PROPN
(titik),Petrokimia,PUNCT
Awalnya,NULL,ADV
(koma),Awalnya,PUNCT
kontes,(koma),NOUN
ini,kontes,DET
terbuka,ini,VERB
untuk,terbuka,ADP
anak,untuk,NOUN
berusia,anak,VERB
8,berusia,NUM
hingga,8,CCONJ
15,hingga,NUM
tahun,15,NOUN
(koma),tahun,PUNCT
tetapi,(koma),SCONJ
sejak,tetapi,ADP
tahun,sejak,NOUN
2007,tahun,NUM
peraturan,2007,NOUN
berubah,peraturan,VERB
dan,berubah,CCONJ
aturan,dan,NOUN
tersebut,aturan,DET
ditetapkan,tersebut,VERB
bahwa,ditetapkan,SCONJ
kontestan,bahwa,NOUN
harus,kontestan,ADV
berusia,harus,VERB
10,berusia,NUM
hingga,10,CCONJ
15,hingga,NUM
tahun,15,NOUN
untuk,tahun,ADP
boleh,untuk,ADV
mengikuti,boleh,VERB
kontes,mengikuti,NOUN
ini,kontes,DET
(titik),ini,PUNCT
Setelah,NULL,ADP
militer,Setelah,NOUN
Israel,militer,PROPN
menyerang,Israel,VERB
beberapa,menyerang,DET
target,beberapa,NOUN
di,target,ADP
Jalur,di,PROPN
Gaza,Jalur,PROPN
(koma),Gaza,PUNCT
dua,(koma),NUM
rudal,dua,NOUN
yang,rudal,PRON
ditembakkan,yang,VERB
dari,ditembakkan,ADP
Gaza,dari,PROPN
jatuh,Gaza,VERB
di,jatuh,ADP
halaman,di,NOUN
sebuah,halaman,DET
Yeshiva,sebuah,PROPN
di,Yeshiva,ADP
Asdod,di,PROPN
dan,Asdod,CCONJ
mencederai,dan,VERB
10,mencederai,NUM
orang,10,NOUN
Israel,orang,PROPN
serta,Israel,CCONJ
merusak,serta,VERB
beberapa,merusak,DET
gedung,beberapa,NOUN
(titik),gedung,PUNCT
Candi,NULL,PROPN
tersebut,Candi,DET
diperkirakakn,tersebut,VERB
berasal,diperkirakakn,VERB
dari,berasal,ADP
abad,dari,NOUN
ke,abad,NUM
(kurang),ke,PUNCT
11,(kurang),NUM
(titik),11,PUNCT
Candi,(titik),PROPN
Muaro,Candi,PROPN
Jambi,Muaro,PROPN
merupakan,Jambi,VERB
kompleks,merupakan,NOUN
candi,kompleks,NOUN
yang,candi,PRON
terbesar,yang,ADJ
dan,terbesar,CCONJ
yang,dan,PRON
paling,yang,ADV
terawat,paling,VERB
di,terawat,ADP
pulau,di,NOUN
Sumatera,pulau,PROPN
(titik),Sumatera,PUNCT
Hamster,NULL,PROPN
jenis,Hamster,NOUN
ini,jenis,DET
hanya,ini,ADV
dapat,hanya,ADV
ditemui,dapat,VERB
di,ditemui,ADP
Tiongkok,di,PROPN
(koma),Tiongkok,PUNCT
terutama,(koma),ADV
di,terutama,ADP
Tibet,di,PROPN
(titik),Tibet,PUNCT
Sembilan,NULL,NUM
buah,Sembilan,DET
sistem,buah,NOUN
diuji,sistem,VERB
pada,diuji,ADP
tahap,pada,NOUN
awal,tahap,ADJ
(koma),awal,PUNCT
namun,(koma),CCONJ
hanya,namun,ADV
dua,hanya,NUM
buah,dua,DET
sistem,buah,NOUN
bertahan,sistem,VERB
(titik),bertahan,PUNCT
Dua,NULL,NUM
kapal,Dua,NOUN
selam,kapal,ADJ
penyerang,selam,NOUN
Inggris,penyerang,PROPN
ditempatkan,Inggris,VERB
di,ditempatkan,ADP
utara,di,NOUN
Falklands,utara,PROPN
untuk,Falklands,ADP
mengamati,untuk,VERB
kapal,mengamati,NOUN
(kurang),kapal,PUNCT
kapal,(kurang),NOUN
Inggris,kapal,NOUN
dalam,Inggris,ADP
menghadapi,dalam,VERB
gugus,menghadapi,NOUN
tugas,gugus,NOUN
AL,tugas,PROPN
Argentina,AL,PROPN
yang,Argentina,PRON
utama,yang,ADJ
dan,utama,CCONJ
kapal,dan,NOUN
induk,kapal,NOUN
Veinticinco,induk,PROPN
de,Veinticinco,PROPN
Mayo,de,PROPN
(koma),Mayo,PUNCT
yang,(koma),PRON
telah,yang,ADV
beroperasi,telah,VERB
di,beroperasi,ADP
wilayah,di,NOUN
itu,wilayah,DET
sejak,itu,ADP
20,sejak,NUM
April,20,PROPN
(titik),April,PUNCT
Film,NULL,NOUN
ini,Film,DET
akan,ini,ADV
dibintangi,akan,VERB
antara,dibintangi,ADP
lain,antara,ADJ
oleh,lain,ADP
Ahmad,oleh,NOUN
Zaki,Ahmad,NOUN
(koma),Zaki,PUNCT
Allya,(koma),PROPN
Rossa,Allya,PROPN
(koma),Rossa,PUNCT
Aldiansyah,(koma),PROPN
Taher,Aldiansyah,PROPN
(koma),Taher,PUNCT
Ikhsan,(koma),PROPN
Samiaji,Ikhsan,PROPN
(koma),Samiaji,PUNCT
Diana,(koma),PROPN
Puspita,Diana,PROPN
(koma),Puspita,PUNCT
dan,(koma),CCONJ
Amanda,dan,PROPN
Faried,Amanda,PROPN
(titik),Faried,PUNCT
Roket,NULL,NOUN
bermula,Roket,VERB
untuk,bermula,ADP
penggunaan,untuk,NOUN
militer,penggunaan,NOUN
dan,militer,CCONJ
rekreasipada,dan,ADP
abad,rekreasipada,NOUN
ke,abad,DET
(kurang),ke,PUNCT
13,(kurang),NUM
masehi,13,NOUN
(titik),masehi,PUNCT
Dengan,NULL,ADP
sikap,Dengan,NOUN
baik,sikap,ADJ
ini,baik,DET
maka,ini,SCONJ
Yayasan,maka,PROPN
SMA,Yayasan,PROPN
Jatibarang,SMA,PROPN
tidak,Jatibarang,PART
tinggal,tidak,VERB
diam,tinggal,ADJ
(koma),diam,PUNCT
untuk,(koma),ADP
mengajukan,untuk,VERB
SMA,mengajukan,PROPN
Jatibarang,SMA,PROPN
menjadi,Jatibarang,ADP
SMA,menjadi,PROPN
Negeri,SMA,PROPN
(titik),Negeri,PUNCT
Sistem,NULL,PROPN
ini,Sistem,DET
memiliki,ini,VERB
beberapa,memiliki,DET
keuntungan,beberapa,NOUN
(koma),keuntungan,PUNCT
di,(koma),ADP
antaranya,di,ADP
adalah,antaranya,AUX
dapat,adalah,ADV
menerobos,dapat,VERB
rel,menerobos,NOUN
yang,rel,PRON
tergenang,yang,VERB
banjir,tergenang,NOUN
yang,banjir,PRON
tidak,yang,PART
dapat,tidak,ADV
dilewati,dapat,VERB
KRL,dilewati,PROPN
(koma),KRL,PUNCT
dan,(koma),CCONJ
tidak,dan,PART
membutuhkan,tidak,VERB
perawatan,membutuhkan,NOUN
secara,perawatan,ADP
elektris,secara,NOUN
(titikkoma),elektris,PUNCT
namun,(titikkoma),SCONJ
kereta,namun,NOUN
ini,kereta,DET
memiliki,ini,VERB
kekurangan,memiliki,NOUN
(koma),kekurangan,PUNCT
yaitu,(koma),ADV
getaran,yaitu,NOUN
lebih,getaran,ADV
besar,lebih,ADJ
dan,besar,CCONJ
lebih,dan,ADV
bising,lebih,VERB
dari,bising,ADP
KRL,dari,PROPN
atau,KRL,CCONJ
KRDE,atau,PROPN
(koma),KRDE,PUNCT
karena,(koma),SCONJ
pada,karena,ADP
KRD,pada,NOUN
satu,KRD,DET
mesin,satu,NOUN
hanya,mesin,ADV
dapat,hanya,ADV
digunakan,dapat,VERB
untuk,digunakan,ADP
satu,untuk,DET
gerbong,satu,NOUN
(titik),gerbong,PUNCT
Konstankah,NULL,ADJ
interval,Konstankah,NOUN
PR,interval,PROPN
(tanya),PR,PUNCT
Album,NULL,NOUN
ini,Album,DET
hit,ini,VERB
besar,hit,ADJ
(koma),besar,PUNCT
dan,(koma),CCONJ
dia,dan,PRON
mencapai,dia,VERB
sukses,mencapai,ADJ
(titik),sukses,PUNCT
Fitur,NULL,NOUN
ini,Fitur,DET
berguna,ini,VERB
untuk,berguna,ADP
mengetahui,untuk,VERB
akun,mengetahui,NOUN
(kurang),akun,PUNCT
akun,(kurang),NOUN
yang,akun,PRON
sedang,yang,ADV
mengirim,sedang,VERB
pesan,mengirim,NOUN
tweet,pesan,NOUN
yang,tweet,PRON
berlokasi,yang,VERB
di,berlokasi,ADP
dekat,di,ADJ
pengguna,dekat,NOUN
(titik),pengguna,PUNCT
Oh,NULL,PROPN
(seru),Oh,PUNCT
My,(seru),PROPN
Lady,My,PROPN
(bukakurung),Lady,PUNCT
(tutupkurung),(bukakurung),PUNCT
adalah,(tutupkurung),AUX
drama,adalah,NOUN
televisi,drama,NOUN
komedi,televisi,NOUN
romantis,komedi,ADJ
di,romantis,ADP
Seoul,di,PROPN
Korea,Seoul,PROPN
dibawah,Korea,ADP
Saluran,dibawah,PROPN
SBS,Saluran,PROPN
(titik),SBS,PUNCT
Pertama,(titik),NUM
disiarkan,Pertama,VERB
pada,disiarkan,ADP
22,pada,NUM
Maret,22,PROPN
2010,Maret,NUM
(titik),2010,PUNCT
Bahasa,NULL,NOUN
ini,Bahasa,DET
juga,ini,ADV
diperkaya,juga,VERB
dengan,diperkaya,ADP
pengaruh,dengan,NOUN
berbagai,pengaruh,DET
bahasa,berbagai,NOUN
seperti,bahasa,ADP
Arab,seperti,PROPN
(koma),Arab,PUNCT
Tionghoa,(koma),PROPN
(koma),Tionghoa,PUNCT
Persia,(koma),PROPN
(koma),Persia,PUNCT
Inggris,(koma),PROPN
disamping,Inggris,NOUN
bahasa,disamping,NOUN
(kurang),bahasa,PUNCT
bahasa,(kurang),NOUN
kesukuan,bahasa,NOUN
di,kesukuan,ADP
sekitarnya,di,NOUN
(titik),sekitarnya,PUNCT
Dan,NULL,CCONJ
kedua,Dan,NUM
anaknya,kedua,NOUN
tak,anaknya,PART
menyangka,tak,VERB
jika,menyangka,SCONJ
semua,jika,DET
hanya,semua,ADV
sandiwara,hanya,NOUN
(tanya),sandiwara,PUNCT
Mikroorganisme,NULL,NOUN
atau,Mikroorganisme,CCONJ
mikroba,atau,NOUN
adalah,mikroba,AUX
organisme,adalah,NOUN
yang,organisme,PRON
berukuran,yang,VERB
sangat,berukuran,ADV
kecil,sangat,ADJ
sehingga,kecil,SCONJ
untuk,sehingga,ADP
mengamatinya,untuk,NOUN
diperlukan,mengamatinya,VERB
alat,diperlukan,NOUN
bantuan,alat,NOUN
(titik),bantuan,PUNCT
Sementara,NULL,ADV
mayoritas,Sementara,DET
ikan,mayoritas,NOUN
ini,ikan,DET
mudah,ini,ADJ
beradaptasi,mudah,VERB
di,beradaptasi,ADP
tempat,di,NOUN
peliharaah,tempat,NOUN
(koma),peliharaah,PUNCT
beberapa,(koma),NOUN
merupakan,beberapa,VERB
pemakan,merupakan,NOUN
spesialis,pemakan,ADJ
yang,spesialis,PRON
sulit,yang,ADJ
dipelihara,sulit,VERB
(titik),dipelihara,PUNCT
Dari,NULL,ADP
tahun,Dari,NOUN
2003,tahun,NUM
hingga,2003,CCONJ
2004,hingga,NUM
(koma),2004,PUNCT
dia,(koma),PRON
adalah,dia,AUX
Direktur,adalah,PROPN
Badan,Direktur,PROPN
Privatisasi,Badan,PROPN
(titik),Privatisasi,PUNCT
Dalam,NULL,ADP
perbincangan,Dalam,NOUN
pada,perbincangan,ADP
tahun,pada,NOUN
1950,tahun,NUM
(koma),1950,PUNCT
fisikawan,(koma),NOUN
Enrico,fisikawan,PROPN
Fermi,Enrico,PROPN
mempertanyakan,Fermi,VERB
(titikdua),mempertanyakan,PUNCT
apabila,(titikdua),SCONJ
sejumlah,apabila,DET
peradaban,sejumlah,NOUN
ekstraterestrial,peradaban,ADJ
yang,ekstraterestrial,PRON
maju,yang,VERB
ada,maju,VERB
di,ada,ADP
Bima,di,PROPN
Sakti,Bima,PROPN
(koma),Sakti,PUNCT
mengapa,(koma),ADV
bukti,mengapa,NOUN
seperti,bukti,ADP
pesawat,seperti,NOUN
angkasa,pesawat,NOUN
tidak,angkasa,PART
dapat,tidak,ADV
ditemui,dapat,VERB
(tanya),ditemui,PUNCT
19,NULL,NUM
(titik),19,PUNCT
Bahwa,(titik),ADP
injil,Bahwa,NOUN
harus,injil,VERB
diberitakan,harus,VERB
sebagai,diberitakan,ADP
saksi,sebagai,NOUN
ke,saksi,ADP
seluruh,ke,DET
dunia,seluruh,NOUN
(titik),dunia,PUNCT
Maksudnya,NULL,VERB
(tanya),Maksudnya,PUNCT
Palampang,NULL,PROPN
adalah,Palampang,AUX
kelurahan,adalah,NOUN
di,kelurahan,ADP
kecamatan,di,NOUN
Rilau,kecamatan,PROPN
Ale,Rilau,PROPN
(koma),Ale,PUNCT
Kabupaten,(koma),PROPN
Bulukumba,Kabupaten,PROPN
(koma),Bulukumba,PUNCT
Sulawesi,(koma),PROPN
Selatan,Sulawesi,PROPN
(koma),Selatan,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Rektor,NULL,PROPN
pada,Rektor,ADP
tahun,pada,NOUN
2006,tahun,NUM
adalah,2006,AUX
Prof,adalah,PROPN
(titik),Prof,PUNCT
Drs,(titik),PROPN
(titik),Drs,PUNCT
Satni,(titik),PROPN
Eka,Satni,PROPN
Putra,Eka,NOUN
(titik),Putra,PUNCT
Ia,NULL,PRON
wafat,Ia,VERB
pada,wafat,ADP
8,pada,NUM
Januari,8,NOUN
1969,Januari,NUM
akibat,1969,NOUN
serangan,akibat,NOUN
jantung,serangan,NOUN
dan,jantung,CCONJ
dimakamkan,dan,VERB
keesokan,dimakamkan,NOUN
harinya,keesokan,NOUN
di,harinya,ADP
TMP,di,PROPN
Kalibata,TMP,PROPN
(koma),Kalibata,PUNCT
Jakarta,(koma),PROPN
(titik),Jakarta,PUNCT
Alasan,NULL,NOUN
itulah,Alasan,DET
yang,itulah,PRON
menjadi,yang,VERB
pendorong,menjadi,NOUN
penghidupan,pendorong,NOUN
kembali,penghidupan,ADV
bahasa,kembali,NOUN
tersebut,bahasa,DET
(titik),tersebut,PUNCT
Rumah,NULL,NOUN
makan,Rumah,NOUN
ini,makan,DET
biasanya,ini,ADV
dijadikan,biasanya,VERB
tempat,dijadikan,NOUN
transit,tempat,NOUN
bus,transit,NOUN
damri,bus,NOUN
tujuan,damri,NOUN
jakarta,tujuan,NOUN
dan,jakarta,CCONJ
bandung,dan,NOUN
atau,bandung,CCONJ
kendaraan,atau,NOUN
bus,kendaraan,NOUN
lainnya,bus,ADJ
(titik),lainnya,PUNCT
Seorang,NULL,DET
penatua,Seorang,NOUN
yang,penatua,PRON
tertahbis,yang,VERB
mengenakan,tertahbis,VERB
stola,mengenakan,NOUN
dengan,stola,ADP
cara,dengan,NOUN
yang,cara,PRON
sama,yang,ADJ
dengan,sama,ADP
imam,dengan,NOUN
(kurang),imam,PUNCT
imam,(kurang),NOUN
Anglikan,imam,PROPN
dan,Anglikan,CCONJ
Katolik,dan,PROPN
Ritus,Katolik,PROPN
Latin,Ritus,PROPN
(koma),Latin,PUNCT
karena,(koma),CCONJ
jabatan,karena,NOUN
penatua,jabatan,NOUN
dalam,penatua,ADP
gereja,dalam,NOUN
ini,gereja,DET
setara,ini,ADJ
dengan,setara,ADP
jabatan,dengan,NOUN
imam,jabatan,NOUN
dalam,imam,ADP
Gereja,dalam,NOUN
Anglikan,Gereja,PROPN
atau,Anglikan,CCONJ
Katolik,atau,PROPN
(titik),Katolik,PUNCT
Salah,NULL,DET
satunya,Salah,NOUN
adalah,satunya,AUX
ketika,adalah,SCONJ
ia,ketika,PRON
mencuri,ia,VERB
mata,mencuri,NOUN
dari,mata,ADP
Metroplex,dari,PROPN
(koma),Metroplex,PUNCT
namun,(koma),SCONJ
pecah,namun,VERB
dan,pecah,CCONJ
kemudian,dan,ADV
mengambil,kemudian,VERB
satu,mengambil,DET
mata,satu,NOUN
sebagai,mata,ADP
pengganti,sebagai,VERB
dari,pengganti,ADP
Trypticon,dari,PROPN
(titik),Trypticon,PUNCT
Penerbangan,NULL,NOUN
di,Penerbangan,ADP
bandara,di,NOUN
Paro,bandara,PROPN
hanya,Paro,ADV
dibolehkan,hanya,VERB
ketika,dibolehkan,SCONJ
kondisi,ketika,NOUN
cuaca,kondisi,NOUN
sedang,cuaca,ADV
baik,sedang,ADJ
dan,baik,CCONJ
hanya,dan,ADV
boleh,hanya,ADV
berlangsung,boleh,VERB
dari,berlangsung,ADP
matahari,dari,NOUN
terbit,matahari,VERB
sampai,terbit,ADP
matahari,sampai,NOUN
terbenam,matahari,VERB
saja,terbenam,ADV
(titik),saja,PUNCT
Berbagai,NULL,DET
kritik,Berbagai,NOUN
terhadap,kritik,ADP
kurikulum,terhadap,NOUN
yang,kurikulum,PRON
terlalu,yang,ADV
berat,terlalu,ADJ
(koma),berat,PUNCT
kurangnya,(koma),ADV
waktu,kurangnya,NOUN
bagi,waktu,ADP
para,bagi,DET
mahasiswa,para,NOUN
untuk,mahasiswa,ADP
kegiatan,untuk,NOUN
belajar,kegiatan,VERB
mandiri,belajar,ADJ
pada,mandiri,ADP
bidang,pada,NOUN
pelajaran,bidang,NOUN
yang,pelajaran,PRON
diminati,yang,VERB
(koma),diminati,PUNCT
dan,(koma),CCONJ
kurangnya,dan,ADV
waktu,kurangnya,NOUN
untuk,waktu,ADP
latihan,untuk,NOUN
praktek,latihan,NOUN
menggambar,praktek,VERB
(koma),menggambar,PUNCT
sehingga,(koma),SCONJ
fakultas,sehingga,NOUN
memutuskan,fakultas,VERB
untuk,memutuskan,ADP
membahas,untuk,VERB
kembali,membahas,VERB
usulan,kembali,NOUN
tersebut,usulan,DET
(koma),tersebut,PUNCT
di,(koma),CCONJ
mana,di,CCONJ
kali,mana,NOUN
ini,kali,DET
Majelis,ini,NOUN
Kurator,Majelis,NOUN
mendukung,Kurator,VERB
usulan,mendukung,NOUN
tersebut,usulan,DET
dengan,tersebut,ADP
suara,dengan,NOUN
bulat,suara,NOUN
(titik),bulat,PUNCT
Setelah,NULL,SCONJ
Bagansiapiapi,Setelah,NOUN
yang,Bagansiapiapi,PRON
dipercaya,yang,VERB
dibuka,dipercaya,VERB
oleh,dibuka,ADP
pemukim,oleh,NOUN
(kurang),pemukim,PUNCT
pemukim,(kurang),NOUN
Tionghoa,pemukim,PROPN
berkembang,Tionghoa,VERB
pesat,berkembang,ADJ
(koma),pesat,PUNCT
pemerintah,(koma),NOUN
Hindia,pemerintah,PROPN
Belanda,Hindia,PROPN
memindahkan,Belanda,VERB
pusat,memindahkan,NOUN
pemerintahan,pusat,NOUN
(bukakurung),pemerintahan,PUNCT
kantor,(bukakurung),NOUN
Controleur,kantor,PROPN
(tutupkurung),Controleur,PUNCT
ke,(tutupkurung),ADP
kota,ke,NOUN
ini,kota,DET
dari,ini,ADP
Tanah,dari,NOUN
Putih,Tanah,PROPN
pada,Putih,ADP
tahun,pada,NOUN
1900,tahun,NUM
(titik),1900,PUNCT
Terdapat,NULL,VERB
sungai,Terdapat,NOUN
besar,sungai,ADJ
yaitu,besar,SCONJ
Sungai,yaitu,PROPN
Juwana,Sungai,PROPN
(titik),Juwana,PUNCT
Sedangkan,NULL,SCONJ
dua,Sedangkan,NUM
bayi,dua,NOUN
almarhum,bayi,NOUN
Raja,almarhum,PROPN
(koma),Raja,PUNCT
Diana,(koma),PROPN
(bukakurung),Diana,PUNCT
Nadia,(bukakurung),PROPN
Kasim,Nadia,NOUN
(tutupkurung),Kasim,PUNCT
dan,(tutupkurung),CCONJ
Suharna,dan,PROPN
(bukakurung),Suharna,PUNCT
Enny,(bukakurung),PROPN
Beatrice,Enny,PROPN
(tutupkurung),Beatrice,PUNCT
(koma),(tutupkurung),PUNCT
diculik,(koma),VERB
(titik),diculik,PUNCT
Pihak,NULL,PROPN
yang,Pihak,PRON
memiliki,yang,VERB
program,memiliki,NOUN
(bukakurung),program,PUNCT
pihak,(bukakurung),NOUN
pertama,pihak,NUM
(tutupkurung),pertama,PUNCT
menyampaikan,(tutupkurung),VERB
maksud,menyampaikan,VERB
dengan,maksud,ADP
kalimat,dengan,NOUN
santun,kalimat,ADJ
(koma),santun,PUNCT
jelas,(koma),ADJ
(koma),jelas,PUNCT
dan,(koma),CCONJ
terinci,dan,ADJ
(titik),terinci,PUNCT
Hasil,NULL,NOUN
ujian,Hasil,NOUN
insinyur,ujian,NOUN
yang,insinyur,PRON
paling,yang,ADV
akhir,paling,ADJ
semakin,akhir,ADV
menguatkan,semakin,VERB
pandangan,menguatkan,NOUN
tersebut,pandangan,DET
(titik),tersebut,PUNCT
Proses,NULL,NOUN
mengerami,Proses,NOUN
sangan,mengerami,NOUN
menghabiskan,sangan,VERB
energi,menghabiskan,NOUN
(koma),energi,PUNCT
sehingga,(koma),SCONJ
induk,sehingga,NOUN
albatros,induk,ADJ
bisa,albatros,ADV
kehilangan,bisa,VERB
83,kehilangan,NUM
gram,83,NUM
berat,gram,NOUN
tubuhnya,berat,NOUN
dalam,tubuhnya,ADP
sehari,dalam,NOUN
(titik),sehari,PUNCT
Beruntung,NULL,ADJ
jamaah,Beruntung,NOUN
yang,jamaah,PRON
tertimpa,yang,VERB
itu,tertimpa,DET
tidak,itu,PART
meninggal,tidak,VERB
(titik),meninggal,PUNCT
Belum,NULL,ADV
cita,Belum,NOUN
(kurang),cita,PUNCT
citanya,(kurang),NOUN
terwujud,citanya,VERB
(koma),terwujud,PUNCT
pada,(koma),ADP
tahun,pada,NOUN
1947,tahun,NUM
(koma),1947,PUNCT
Riady,(koma),PROPN
ditangkap,Riady,VERB
oleh,ditangkap,ADP
pemerintah,oleh,NOUN
Belanda,pemerintah,PROPN
dan,Belanda,CCONJ
di,dan,ADP
buang,di,VERB
ke,buang,ADP
Nanking,ke,PROPN
(koma),Nanking,PUNCT
Cina,(koma),PROPN
(titik),Cina,PUNCT
Lalu,(titik),SCONJ
(koma),Lalu,PUNCT
di,(koma),ADP
sana,di,NOUN
ia,sana,PRON
menggunakan,ia,VERB
kesempatan,menggunakan,NOUN
kuliah,kesempatan,NOUN
filosofi,kuliah,NOUN
di,filosofi,ADP
University,di,PROPN
of,University,PROPN
Nanking,of,PROPN
(titik),Nanking,PUNCT
Demit,NULL,PROPN
adalah,Demit,AUX
desa,adalah,NOUN
yang,desa,PRON
berada,yang,VERB
di,berada,ADP
kecamatan,di,PROPN
Sandai,kecamatan,PROPN
(koma),Sandai,PUNCT
Kabupaten,(koma),PROPN
Ketapang,Kabupaten,PROPN
(koma),Ketapang,PUNCT
Kalimantan,(koma),PROPN
Barat,Kalimantan,PROPN
(koma),Barat,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Bila,NULL,SCONJ
kita,Bila,PRON
memperoleh,kita,VERB
hasil,memperoleh,NOUN
negatif,hasil,ADJ
(koma),negatif,PUNCT
kita,(koma),PRON
mulai,kita,VERB
menarik,mulai,VERB
diri,menarik,NOUN
dan,diri,CCONJ
mengurangi,dan,VERB
komunikasi,mengurangi,NOUN
(titik),komunikasi,PUNCT
Ibu,NULL,PROPN
Ichigo,Ibu,PROPN
(koma),Ichigo,PUNCT
Masaki,(koma),PROPN
Kurosaki,Masaki,PROPN
(koma),Kurosaki,PUNCT
mulai,(koma),VERB
membawa,mulai,VERB
Ichigo,membawa,PROPN
pergi,Ichigo,VERB
ke,pergi,ADP
sebuah,ke,DET
dojo,sebuah,NOUN
untuk,dojo,ADP
belajar,untuk,VERB
karate,belajar,NOUN
sejak,karate,ADP
Ichigo,sejak,PROPN
berusia,Ichigo,VERB
4,berusia,NUM
tahun,4,NOUN
(titik),tahun,PUNCT
Lembaga,NULL,NOUN
ini,Lembaga,DET
dibentuk,ini,VERB
sesuai,dibentuk,ADJ
konstitusi,sesuai,NOUN
negara,konstitusi,NOUN
bagian,negara,NOUN
yang,bagian,PRON
diadopsi,yang,VERB
tahun,diadopsi,NOUN
1918,tahun,NUM
(titik),1918,PUNCT
Sionggang,NULL,PROPN
merupakan,Sionggang,VERB
salah,merupakan,DET
satu,salah,DET
desa,satu,NOUN
yang,desa,PRON
ada,yang,VERB
di,ada,ADP
kecamatan,di,PROPN
Buntu,kecamatan,PROPN
Pane,Buntu,PROPN
(koma),Pane,PUNCT
Kabupaten,(koma),PROPN
Asahan,Kabupaten,PROPN
(koma),Asahan,PUNCT
provinsi,(koma),PROPN
Sumatera,provinsi,PROPN
Utara,Sumatera,PROPN
(koma),Utara,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Apakah,NULL,ADV
Sekar,Apakah,PROPN
dengan,Sekar,ADP
Agung,dengan,PROPN
dapat,Agung,ADV
bersatu,dapat,VERB
(tanya),bersatu,PUNCT
Umbi,NULL,PROPN
tulip,Umbi,NOUN
segera,tulip,ADV
didistribusikan,segera,VERB
dari,didistribusikan,ADP
